00.090	   0
00.270	   0
00.450	   7
00.630	   9
00.810	  14
00.990	   3
01.170	  13
01.350	   9
01.530	  11
01.710	   7
01.890	   5
02.070	   7
02.250	   6
02.430	   2
02.610	   9
02.790	   8
02.970	   6
03.150	  10
03.330	   9
03.510	  12
03.690	  12
03.870	   2
04.050	   1
04.230	   3
04.410	   5
04.590	   4
04.770	   6
04.950	   0
05.130	   3
05.310	   7
05.490	   5
05.670	  12
05.850	  11
06.030	   8
06.210	   3
06.390	   6
06.570	  11
06.750	  10
06.930	  28
07.110	  28
07.290	  91
07.470	 164
07.650	 341
07.830	 490
08.010	 613
08.190	 808
08.370	 956
08.550	1061
08.730	1285
08.910	1403
09.090	1480
09.270	1477
09.450	1640
09.630	1701
09.810	1799
09.990	1989
10.170	2122
10.350	2209
10.530	2368
10.710	2445
10.890	2753
11.070	2860
11.250	3226
11.430	3302
11.610	3566
11.790	3618
11.970	3888
12.150	4085
12.330	4308
12.510	4561
12.690	4562
12.870	4888
13.050	5075
13.230	5464
13.410	5671
13.590	5753
13.770	6192
13.950	6341
14.130	6439
14.310	6802
14.490	7045
14.670	7141
14.850	7558
15.030	7608
15.210	7906
15.390	8380
15.570	8401
15.750	8616
15.930	9076
16.110	9162
16.290	9359
16.470	9470
16.650	9866
16.830	9842
17.010	10054
17.190	10270
17.370	10498
17.550	10234
17.730	10451
17.910	10435
18.090	10369
18.270	10493
18.450	10459
18.630	10528
18.810	10545
18.990	10655
19.170	10843
19.350	11034
19.530	11048
19.710	10954
19.890	11025
20.070	11242
20.250	11190
20.430	11162
20.610	11077
20.790	10802
20.970	10839
21.150	10705
21.330	10711
21.510	10816
21.690	10504
21.870	10640
22.050	10476
22.230	10538
22.410	10246
22.590	10382
22.770	10141
22.950	10130
23.130	10241
23.310	9972
23.490	10022
23.670	9779
23.850	9702
24.030	9866
24.210	9709
24.390	9808
24.570	9566
24.750	9509
24.930	9415
25.110	9342
25.290	9349
25.470	9300
25.650	9273
25.830	9093
26.010	9143
26.190	8899
26.370	9043
26.550	8956
26.730	8988
26.910	9112
27.090	9350
27.270	9478
27.450	9460
27.630	9786
27.810	9607
27.990	9644
28.170	9665
28.350	9682
28.530	9405
28.710	9386
28.890	9390
29.070	9420
29.250	9389
29.430	9345
29.610	9497
29.790	9314
29.970	9294
30.150	9202
30.330	9411
30.510	9459
30.690	9342
30.870	9458
31.050	9553
31.230	9532
31.410	9633
31.590	9701
31.770	9488
31.950	9522
32.130	9470
32.310	9085
32.490	9348
32.670	9276
32.850	8972
33.030	9059
33.210	9013
33.390	8879
33.570	8681
33.750	8647
33.930	8551
34.110	8462
34.290	8471
34.470	8199
34.650	8252
34.830	8169
35.010	8060
35.190	7897
35.370	7995
35.550	7810
35.730	7596
35.910	7611
36.090	7583
36.270	7316
36.450	7445
36.630	7316
36.810	7098
36.990	7325
37.170	6959
37.350	6884
37.530	7050
37.710	6749
37.890	6657
38.070	6531
38.250	6530
38.430	6260
38.610	6297
38.790	6376
38.970	6298
39.150	6230
39.330	6173
39.510	5923
39.690	5958
39.870	5891
40.050	5793
40.230	5605
40.410	5554
40.590	5545
40.770	5619
40.950	5419
41.130	5427
41.310	5247
41.490	5284
41.670	5077
41.850	5030
42.030	5073
42.210	5073
42.390	4886
42.570	4823
42.750	4766
42.930	4929
43.110	4714
43.290	4631
43.470	4622
43.650	4699
43.830	4543
44.010	4430
44.190	4393
44.370	4212
44.550	4266
44.730	4175
44.910	4312
45.090	4077
45.270	3978
45.450	4081
45.630	4095
45.810	3974
45.990	3814
46.170	3827
46.350	3783
46.530	3893
46.710	3661
46.890	3765
47.070	3517
47.250	3428
47.430	3331
47.610	3371
47.790	3276
47.970	3395
48.150	3254
48.330	3263
48.510	3117
48.690	3174
48.870	3185
49.050	3157
49.230	3098
49.410	3069
49.590	2949
49.770	2861
49.950	2942
50.130	2878
50.310	2897
50.490	2854
50.670	2733
50.850	2755
51.030	2848
51.210	2569
51.390	2552
51.570	2563
51.750	2561
51.930	2524
52.110	2601
52.290	2468
52.470	2500
52.650	2392
52.830	2444
53.010	2301
53.190	2315
53.370	2266
53.550	2323
53.730	2217
53.910	2233
54.090	2193
54.270	2236
54.450	2091
54.630	2050
54.810	2055
54.990	2003
55.170	2026
55.350	1968
55.530	1940
55.710	1915
55.890	1884
56.070	1865
56.250	1786
56.430	1844
56.610	1851
56.790	1910
56.970	1785
57.150	1736
57.330	1747
57.510	1759
57.690	1641
57.870	1697
58.050	1628
58.230	1609
58.410	1594
58.590	1585
58.770	1620
58.950	1588
59.130	1526
59.310	1489
59.490	1499
59.670	1445
59.850	1455
60.030	1429
60.210	1381
60.390	1408
60.570	1388
60.750	1275
60.930	1372
61.110	1378
61.290	1364
61.470	1343
61.650	1319
61.830	1288
62.010	1240
62.190	1259
62.370	1252
62.550	1239
62.730	1328
62.910	1176
63.090	1289
63.270	1175
63.450	1199
63.630	1104
63.810	1136
63.990	1061
64.170	1047
64.350	1096
64.530	1081
64.710	1056
64.890	1093
65.070	1050
65.250	1055
65.430	1026
65.610	1001
65.790	 946
65.970	 965
66.150	 994
66.330	 967
66.510	 888
66.690	 830
66.870	 786
67.050	 724
67.230	 673
67.410	 597
67.590	 553
67.770	 446
67.950	 402
68.130	 298
68.310	 263
68.490	 176
68.670	 138
68.850	 107
69.030	  93
69.210	  76
69.390	  48
69.570	  38
69.750	  47
69.930	  28
70.110	  30
70.290	  22
70.470	  16
70.650	  11
70.830	  13
71.010	   7
71.190	   7
71.370	   7
71.550	  10
71.730	   6
71.910	   0
